,X-Dist,Y-Dist,Speed,Direction,RotSpeed,Collision_Y,Collision_N
2665,-0.864515,0.622649,0.738437,-0.120589,-0.011085,0,1
2666,0.24022,0.137211,0.092616,0.178062,0.352842,0,1
2667,-0.128108,0.291858,0.505793,-0.347983,-0.850189,0,1
2668,-0.1697,0.245247,0.957277,0.382512,0.694695,0,1
2669,-0.512769,0.438531,0.030927,-0.992507,0.382626,0,1
2670,0.237204,0.357604,0.764586,0.805225,0.50128,1,0
2671,-0.651975,0.717119,0.999292,-0.941556,-0.093903,0,1
2672,-0.024357,0.270874,0.150041,0.10688,-0.832057,1,0
2673,0.018601,0.56008,0.05961,0.886641,0.136263,1,0
2674,0.738191,0.440989,0.435956,-0.269858,0.107228,0,1
2675,-0.254086,0.733734,0.938162,-0.432778,0.957361,0,1
2676,0.046551,0.902911,0.665071,-0.623098,-0.956508,1,0
2677,-0.022519,0.832199,0.025279,0.683796,0.225385,1,0
2678,-0.898155,0.784748,0.774687,-0.175964,-0.346116,0,1
2679,0.999912,0.967434,0.56215,0.999966,-0.071111,0,1
2680,0.887229,0.170128,0.3003,-0.187277,0.778287,0,1
2681,0.912284,0.492595,0.088739,-0.798173,0.202459,0,1
2682,-0.023919,0.766078,0.648178,-0.833389,0.8579,1,0
2683,-0.124906,0.890658,0.761936,0.372442,-0.842331,1,0
2684,0.672982,0.734311,0.856419,-0.704885,-0.114985,1,0
2685,0.170676,0.708007,0.609645,-0.911033,-0.693055,1,0
2686,-0.954209,0.753287,0.930304,0.824718,0.086931,0,1
2687,0.050598,0.184216,0.169797,0.766773,-0.252804,1,0
2688,0.043052,0.838413,0.055178,-0.405863,0.280056,1,0
2689,0.343126,0.750787,0.13146,0.48898,0.401533,0,1
2690,-0.719166,0.199408,0.528399,-0.129016,-0.337165,0,1
2691,0.04033,0.676017,0.396787,-0.937548,0.537156,1,0
2692,-0.008635,0.668548,0.08303,0.543065,0.260204,1,0
2693,-0.00866,0.481209,0.697083,-0.640193,-0.745998,1,0
2694,-0.357165,0.368732,0.92052,0.89434,0.076851,0,1
